"","state.code","age","income","residents","education.code","education","metro.size","degree"
"48458",31,69,18192,2,33,6,0,"no 4-year degree"
"48459",31,61,98493,3,42,14,0,"no 4-year degree"
"48460",31,20,98493,3,38,11,0,"no 4-year degree"
"48461",31,16,98493,3,35,9,0,"no 4-year degree"
"48462",31,44,32002,3,41,14,0,"no 4-year degree"
"48463",31,13,32002,3,0,0,0,"no 4-year degree"
"48464",31,12,32002,3,0,0,0,"no 4-year degree"
"48465",31,35,195854,3,43,16,0,"4-year degree"
"48466",31,35,195854,3,39,12,0,"no 4-year degree"
"48467",31,0,195854,3,0,0,0,"no 4-year degree"
"48468",31,29,146148,3,44,18,0,"4-year degree"
"48469",31,28,146148,3,44,18,0,"4-year degree"
"48470",31,0,146148,3,0,0,0,"no 4-year degree"
"48471",31,46,147040,4,43,16,0,"4-year degree"
"48472",31,50,147040,4,41,14,0,"no 4-year degree"
"48473",31,12,147040,4,0,0,0,"no 4-year degree"
"48474",31,8,147040,4,0,0,0,"no 4-year degree"
"48475",31,70,52056,1,40,13,0,"no 4-year degree"
"48476",31,48,23000,1,39,12,0,"no 4-year degree"
"48477",31,21,5610,1,40,13,0,"no 4-year degree"
"48478",31,33,91045,2,40,13,0,"no 4-year degree"
"48479",31,31,91045,2,44,18,0,"4-year degree"
"48480",31,55,10872,1,43,16,0,"4-year degree"
"48481",31,35,44352,1,39,12,0,"no 4-year degree"
"48482",31,38,22800,2,40,13,0,"no 4-year degree"
"48483",31,17,22800,2,36,10,0,"no 4-year degree"
"48484",31,59,31962,3,40,13,0,"no 4-year degree"
"48485",31,57,31962,3,39,12,0,"no 4-year degree"
"48486",31,14,31962,3,0,0,0,"no 4-year degree"
"48487",31,36,7897,4,33,6,0,"no 4-year degree"
"48488",31,10,7897,4,0,0,0,"no 4-year degree"
"48489",31,6,7897,4,0,0,0,"no 4-year degree"
"48490",31,2,7897,4,0,0,0,"no 4-year degree"
"48491",31,41,239142,5,43,16,0,"4-year degree"
"48492",31,39,239142,5,42,14,0,"no 4-year degree"
"48493",31,12,239142,5,0,0,0,"no 4-year degree"
"48494",31,10,239142,5,0,0,0,"no 4-year degree"
"48495",31,6,239142,5,0,0,0,"no 4-year degree"
"48496",31,50,19056,1,40,13,0,"no 4-year degree"
"48497",31,62,32010,2,39,12,0,"no 4-year degree"
"48498",31,25,32010,2,43,16,0,"4-year degree"
"48499",31,57,74450,1,42,14,0,"no 4-year degree"
"48500",31,73,26183,1,44,18,0,"4-year degree"
"48501",31,53,202131,2,46,20,0,"4-year degree"
"48502",31,51,202131,2,43,16,0,"4-year degree"
"48503",31,52,72455,2,42,14,0,"no 4-year degree"
"48504",31,57,72455,2,44,18,0,"4-year degree"
"48505",31,40,49001,2,42,14,0,"no 4-year degree"
"48506",31,12,49001,2,0,0,0,"no 4-year degree"
"48507",31,50,222088,3,42,14,0,"no 4-year degree"
"48508",31,51,222088,3,43,16,0,"4-year degree"
"48509",31,23,222088,3,40,13,0,"no 4-year degree"
"48510",31,37,52302,1,43,16,0,"4-year degree"
"48511",31,75,122887,2,41,14,0,"no 4-year degree"
"48512",31,80,122887,2,39,12,0,"no 4-year degree"
"48513",31,73,179688,2,43,16,0,"4-year degree"
"48514",31,76,179688,2,46,20,0,"4-year degree"
"48515",31,70,90315,2,44,18,0,"4-year degree"
"48516",31,67,90315,2,43,16,0,"4-year degree"
"48517",31,62,58103,2,39,12,0,"no 4-year degree"
"48518",31,58,58103,2,40,13,0,"no 4-year degree"
"48519",31,85,90595,1,44,18,0,"4-year degree"
"48520",31,80,28416,1,40,13,0,"no 4-year degree"
"48521",31,19,140922,4,40,13,0,"no 4-year degree"
"48522",31,20,140922,4,40,13,0,"no 4-year degree"
"48523",31,20,140922,4,40,13,0,"no 4-year degree"
"48524",31,19,140922,4,40,13,0,"no 4-year degree"
"48525",31,30,186282,3,43,16,0,"4-year degree"
"48526",31,29,186282,3,43,16,0,"4-year degree"
"48527",31,27,186282,3,43,16,0,"4-year degree"
"48528",31,59,92350,4,44,18,0,"4-year degree"
"48529",31,57,92350,4,43,16,0,"4-year degree"
"48530",31,22,92350,4,43,16,0,"4-year degree"
"48531",31,17,92350,4,37,11,0,"no 4-year degree"
"48532",31,23,39941,2,43,16,0,"4-year degree"
"48533",31,24,39941,2,43,16,0,"4-year degree"
"48534",31,47,95000,1,43,16,0,"4-year degree"
"48535",31,41,75001,5,39,12,0,"no 4-year degree"
"48536",31,42,75001,5,39,12,0,"no 4-year degree"
"48537",31,17,75001,5,36,10,0,"no 4-year degree"
"48538",31,14,75001,5,0,0,0,"no 4-year degree"
"48539",31,3,75001,5,0,0,0,"no 4-year degree"
"48540",31,72,68029,1,44,18,0,"4-year degree"
"48541",31,23,47700,2,43,16,0,"4-year degree"
"48542",31,24,47700,2,40,13,0,"no 4-year degree"
"48543",31,65,32350,1,43,16,0,"4-year degree"
"48544",31,66,72077,2,39,12,0,"no 4-year degree"
"48545",31,63,72077,2,39,12,0,"no 4-year degree"
"48546",31,35,21002,1,39,12,0,"no 4-year degree"
"48547",31,79,24569,1,40,13,0,"no 4-year degree"
"48548",31,54,61855,2,44,18,0,"4-year degree"
"48549",31,12,61855,2,0,0,0,"no 4-year degree"
"48550",31,40,82326,3,43,16,0,"4-year degree"
"48551",31,17,82326,3,37,11,0,"no 4-year degree"
"48552",31,11,82326,3,0,0,0,"no 4-year degree"
"48553",31,34,118410,2,40,13,0,"no 4-year degree"
"48554",31,29,118410,2,40,13,0,"no 4-year degree"
"48555",31,31,45089,5,42,14,0,"no 4-year degree"
"48556",31,10,45089,5,0,0,0,"no 4-year degree"
"48557",31,8,45089,5,0,0,0,"no 4-year degree"
"48558",31,6,45089,5,0,0,0,"no 4-year degree"
"48559",31,32,45089,5,39,12,0,"no 4-year degree"
"48560",31,35,226000,4,42,14,0,"no 4-year degree"
"48561",31,37,226000,4,44,18,0,"4-year degree"
"48562",31,8,226000,4,0,0,0,"no 4-year degree"
"48563",31,5,226000,4,0,0,0,"no 4-year degree"
"48564",31,26,99801,3,43,16,0,"4-year degree"
"48565",31,23,99801,3,43,16,0,"4-year degree"
"48566",31,21,99801,3,40,13,0,"no 4-year degree"
"48567",31,52,89098,2,41,14,0,"no 4-year degree"
"48568",31,50,89098,2,39,12,0,"no 4-year degree"
"48569",31,40,144002,2,39,12,0,"no 4-year degree"
"48570",31,41,144002,2,39,12,0,"no 4-year degree"
"48571",31,21,78622,4,40,13,0,"no 4-year degree"
"48572",31,21,78622,4,40,13,0,"no 4-year degree"
"48573",31,21,78622,4,40,13,0,"no 4-year degree"
"48574",31,21,78622,4,39,12,0,"no 4-year degree"
"48575",31,40,152972,1,43,16,0,"4-year degree"
"48576",31,74,83207,2,39,12,0,"no 4-year degree"
"48577",31,74,83207,2,39,12,0,"no 4-year degree"
"48578",31,39,48500,2,39,12,0,"no 4-year degree"
"48579",31,18,48500,2,37,11,0,"no 4-year degree"
"48580",31,57,28015,1,43,16,0,"4-year degree"
"48581",31,31,27360,4,39,12,0,"no 4-year degree"
"48582",31,8,27360,4,0,0,0,"no 4-year degree"
"48583",31,2,27360,4,0,0,0,"no 4-year degree"
"48584",31,1,27360,4,0,0,0,"no 4-year degree"
"48585",31,65,74995,2,46,20,0,"4-year degree"
"48586",31,65,74995,2,44,18,0,"4-year degree"
"48587",31,45,95045,4,43,16,0,"4-year degree"
"48588",31,42,95045,4,43,16,0,"4-year degree"
"48589",31,12,95045,4,0,0,0,"no 4-year degree"
"48590",31,7,95045,4,0,0,0,"no 4-year degree"
"48591",31,23,31520,2,43,16,0,"4-year degree"
"48592",31,23,31520,2,39,12,0,"no 4-year degree"
"48593",31,31,115000,3,43,16,0,"4-year degree"
"48594",31,33,115000,3,40,13,0,"no 4-year degree"
"48595",31,3,115000,3,0,0,0,"no 4-year degree"
"48596",31,46,100000,2,43,16,0,"4-year degree"
"48597",31,15,100000,2,35,9,0,"no 4-year degree"
"48598",31,46,50600,3,40,13,0,"no 4-year degree"
"48599",31,72,50600,3,40,13,0,"no 4-year degree"
"48600",31,22,50600,3,39,12,0,"no 4-year degree"
"48601",31,72,70184,2,39,12,0,"no 4-year degree"
"48602",31,72,70184,2,40,13,0,"no 4-year degree"
"48603",31,70,38207,2,41,14,0,"no 4-year degree"
"48604",31,67,38207,2,43,16,0,"4-year degree"
"48605",31,43,283100,3,43,16,0,"4-year degree"
"48606",31,43,283100,3,46,20,0,"4-year degree"
"48607",31,9,283100,3,0,0,0,"no 4-year degree"
"48608",31,56,214520,4,43,16,0,"4-year degree"
"48609",31,53,214520,4,40,13,0,"no 4-year degree"
"48610",31,29,214520,4,40,13,0,"no 4-year degree"
"48611",31,5,214520,4,0,0,0,"no 4-year degree"
"48612",31,23,85400,2,43,16,0,"4-year degree"
"48613",31,25,85400,2,43,16,0,"4-year degree"
"48614",31,46,121113,5,46,20,0,"4-year degree"
"48615",31,44,121113,5,44,18,0,"4-year degree"
"48616",31,14,121113,5,0,0,0,"no 4-year degree"
"48617",31,13,121113,5,0,0,0,"no 4-year degree"
"48618",31,10,121113,5,0,0,0,"no 4-year degree"
"48619",31,39,55115,1,43,16,0,"4-year degree"
"48620",31,50,219999,2,43,16,0,"4-year degree"
"48621",31,17,219999,2,37,11,0,"no 4-year degree"
"48622",31,85,38401,1,40,13,0,"no 4-year degree"
"48623",31,85,117596,1,40,13,0,"no 4-year degree"
"48624",31,85,12000,1,44,18,0,"4-year degree"
"48625",31,34,53286,3,44,18,0,"4-year degree"
"48626",31,6,53286,3,0,0,0,"no 4-year degree"
"48627",31,1,53286,3,0,0,0,"no 4-year degree"
"48628",31,58,49020,1,39,12,0,"no 4-year degree"
"48629",31,49,137655,2,44,18,0,"4-year degree"
"48630",31,48,137655,2,44,18,0,"4-year degree"
"48631",31,70,13548,1,36,10,0,"no 4-year degree"
"48632",31,25,197706,3,43,16,0,"4-year degree"
"48633",31,57,197706,3,46,20,0,"4-year degree"
"48634",31,55,197706,3,44,18,0,"4-year degree"
"48635",31,20,230101,2,40,13,0,"no 4-year degree"
"48636",31,44,230101,2,42,14,0,"no 4-year degree"
"48637",31,50,35000,2,34,8,0,"no 4-year degree"
"48638",31,16,35000,2,36,10,0,"no 4-year degree"
"48639",31,38,37000,1,38,11,0,"no 4-year degree"
"48640",31,51,124336,5,44,18,0,"4-year degree"
"48641",31,56,124336,5,43,16,0,"4-year degree"
"48642",31,22,124336,5,43,16,0,"4-year degree"
"48643",31,18,124336,5,38,11,0,"no 4-year degree"
"48644",31,59,124336,5,39,12,0,"no 4-year degree"
"48645",31,32,53214,4,42,14,0,"no 4-year degree"
"48646",31,11,53214,4,0,0,0,"no 4-year degree"
"48647",31,2,53214,4,0,0,0,"no 4-year degree"
"48648",31,33,53214,4,39,12,0,"no 4-year degree"
"48649",31,47,28821,4,43,16,0,"4-year degree"
"48650",31,21,28821,4,40,13,0,"no 4-year degree"
"48651",31,18,28821,4,39,12,0,"no 4-year degree"
"48652",31,13,28821,4,0,0,0,"no 4-year degree"
"48653",31,35,178150,3,46,20,0,"4-year degree"
"48654",31,39,178150,3,46,20,0,"4-year degree"
"48655",31,5,178150,3,0,0,0,"no 4-year degree"
"48656",31,50,140107,3,45,20,0,"4-year degree"
"48657",31,18,140107,3,37,11,0,"no 4-year degree"
"48658",31,14,140107,3,0,0,0,"no 4-year degree"
"48659",31,29,202003,6,43,16,0,"4-year degree"
"48660",31,35,202003,6,40,13,0,"no 4-year degree"
"48661",31,4,202003,6,0,0,0,"no 4-year degree"
"48662",31,0,202003,6,0,0,0,"no 4-year degree"
"48663",31,0,202003,6,0,0,0,"no 4-year degree"
"48664",31,0,202003,6,0,0,0,"no 4-year degree"
"48665",31,53,386246,4,43,16,0,"4-year degree"
"48666",31,46,386246,4,44,18,0,"4-year degree"
"48667",31,15,386246,4,34,8,0,"no 4-year degree"
"48668",31,12,386246,4,0,0,0,"no 4-year degree"
"48669",31,23,83000,5,39,12,0,"no 4-year degree"
"48670",31,52,83000,5,39,12,0,"no 4-year degree"
"48671",31,47,83000,5,43,16,0,"4-year degree"
"48672",31,17,83000,5,37,11,0,"no 4-year degree"
"48673",31,13,83000,5,0,0,0,"no 4-year degree"
"48674",31,44,140000,3,39,12,0,"no 4-year degree"
"48675",31,48,140000,3,43,16,0,"4-year degree"
"48676",31,5,140000,3,0,0,0,"no 4-year degree"
"48677",31,49,109000,3,43,16,0,"4-year degree"
"48678",31,6,109000,3,0,0,0,"no 4-year degree"
"48679",31,5,109000,3,0,0,0,"no 4-year degree"
"48680",31,78,180592,2,44,18,0,"4-year degree"
"48681",31,79,180592,2,44,18,0,"4-year degree"
"48682",31,27,126157,1,43,16,0,"4-year degree"
"48683",31,36,105687,4,43,16,0,"4-year degree"
"48684",31,38,105687,4,43,16,0,"4-year degree"
"48685",31,6,105687,4,0,0,0,"no 4-year degree"
"48686",31,3,105687,4,0,0,0,"no 4-year degree"
"48687",31,52,121631,6,42,14,0,"no 4-year degree"
"48688",31,56,121631,6,40,13,0,"no 4-year degree"
"48689",31,27,121631,6,39,12,0,"no 4-year degree"
"48690",31,26,121631,6,39,12,0,"no 4-year degree"
"48691",31,19,121631,6,39,12,0,"no 4-year degree"
"48692",31,15,121631,6,34,8,0,"no 4-year degree"
"48693",31,54,1248499,2,44,18,0,"4-year degree"
"48694",31,40,1248499,2,40,13,0,"no 4-year degree"
"48695",31,38,72110,4,43,16,0,"4-year degree"
"48696",31,39,72110,4,43,16,0,"4-year degree"
"48697",31,14,72110,4,0,0,0,"no 4-year degree"
"48698",31,11,72110,4,0,0,0,"no 4-year degree"
"48699",31,85,75664,2,39,12,0,"no 4-year degree"
"48700",31,85,75664,2,39,12,0,"no 4-year degree"
"48701",31,37,30738,4,40,13,0,"no 4-year degree"
"48702",31,45,30738,4,42,14,0,"no 4-year degree"
"48703",31,14,30738,4,0,0,0,"no 4-year degree"
"48704",31,11,30738,4,0,0,0,"no 4-year degree"
"48705",31,72,58983,2,41,14,0,"no 4-year degree"
"48706",31,66,58983,2,40,13,0,"no 4-year degree"
"48707",31,56,87232,2,39,12,0,"no 4-year degree"
"48708",31,59,87232,2,32,4,0,"no 4-year degree"
"48709",31,55,147250,3,41,14,0,"no 4-year degree"
"48710",31,50,147250,3,43,16,0,"4-year degree"
"48711",31,12,147250,3,0,0,0,"no 4-year degree"
"48712",31,36,52880,3,35,9,0,"no 4-year degree"
"48713",31,2,52880,3,0,0,0,"no 4-year degree"
"48714",31,26,52880,3,39,12,0,"no 4-year degree"
"48715",31,44,240802,3,44,18,0,"4-year degree"
"48716",31,45,240802,3,42,14,0,"no 4-year degree"
"48717",31,16,240802,3,35,9,0,"no 4-year degree"
"48718",31,35,91875,7,39,12,0,"no 4-year degree"
"48719",31,26,91875,7,43,16,0,"4-year degree"
"48720",31,13,91875,7,0,0,0,"no 4-year degree"
"48721",31,8,91875,7,0,0,0,"no 4-year degree"
"48722",31,7,91875,7,0,0,0,"no 4-year degree"
"48723",31,4,91875,7,0,0,0,"no 4-year degree"
"48724",31,1,91875,7,0,0,0,"no 4-year degree"
"48725",31,62,230467,4,45,20,0,"4-year degree"
"48726",31,64,230467,4,43,16,0,"4-year degree"
"48727",31,30,230467,4,42,14,0,"no 4-year degree"
"48728",31,1,230467,4,0,0,0,"no 4-year degree"
"48729",31,85,59673,2,40,13,0,"no 4-year degree"
"48730",31,85,59673,2,41,14,0,"no 4-year degree"
"48731",31,60,28482,3,39,12,0,"no 4-year degree"
"48732",31,26,28482,3,39,12,0,"no 4-year degree"
"48733",31,24,28482,3,39,12,0,"no 4-year degree"
"48734",31,30,82632,5,43,16,0,"4-year degree"
"48735",31,30,82632,5,46,20,0,"4-year degree"
"48736",31,8,82632,5,0,0,0,"no 4-year degree"
"48737",31,6,82632,5,0,0,0,"no 4-year degree"
"48738",31,4,82632,5,0,0,0,"no 4-year degree"
"48739",31,31,381012,4,43,16,0,"4-year degree"
"48740",31,30,381012,4,43,16,0,"4-year degree"
"48741",31,4,381012,4,0,0,0,"no 4-year degree"
"48742",31,3,381012,4,0,0,0,"no 4-year degree"
"48743",31,80,77383,1,39,12,0,"no 4-year degree"
"48744",31,56,31690,1,40,13,0,"no 4-year degree"
"48745",31,36,1078332,4,44,18,0,"4-year degree"
"48746",31,35,1078332,4,43,16,0,"4-year degree"
"48747",31,5,1078332,4,0,0,0,"no 4-year degree"
"48748",31,2,1078332,4,0,0,0,"no 4-year degree"
"48749",31,80,71414,2,41,14,0,"no 4-year degree"
"48750",31,75,71414,2,40,13,0,"no 4-year degree"
"48751",31,29,75000,4,41,14,0,"no 4-year degree"
"48752",31,26,75000,4,46,20,0,"4-year degree"
"48753",31,7,75000,4,0,0,0,"no 4-year degree"
"48754",31,5,75000,4,0,0,0,"no 4-year degree"
"48755",31,24,90000,2,41,14,0,"no 4-year degree"
"48756",31,22,90000,2,41,14,0,"no 4-year degree"
"48757",31,58,169138,2,40,13,0,"no 4-year degree"
"48758",31,18,169138,2,40,13,0,"no 4-year degree"
"48759",31,40,153808,4,42,14,0,"no 4-year degree"
"48760",31,41,153808,4,42,14,0,"no 4-year degree"
"48761",31,17,153808,4,36,10,0,"no 4-year degree"
"48762",31,14,153808,4,0,0,0,"no 4-year degree"
"48763",31,42,78001,5,40,13,0,"no 4-year degree"
"48764",31,49,78001,5,40,13,0,"no 4-year degree"
"48765",31,14,78001,5,0,0,0,"no 4-year degree"
"48766",31,7,78001,5,0,0,0,"no 4-year degree"
"48767",31,6,78001,5,0,0,0,"no 4-year degree"
"48768",31,40,93103,6,44,18,0,"4-year degree"
"48769",31,42,93103,6,40,13,0,"no 4-year degree"
"48770",31,15,93103,6,34,8,0,"no 4-year degree"
"48771",31,13,93103,6,0,0,0,"no 4-year degree"
"48772",31,10,93103,6,0,0,0,"no 4-year degree"
"48773",31,7,93103,6,0,0,0,"no 4-year degree"
"48774",31,26,153266,3,40,13,0,"no 4-year degree"
"48775",31,5,153266,3,0,0,0,"no 4-year degree"
"48776",31,38,153266,3,40,13,0,"no 4-year degree"
"48777",31,44,96011,4,41,14,0,"no 4-year degree"
"48778",31,46,96011,4,39,12,0,"no 4-year degree"
"48779",31,13,96011,4,0,0,0,"no 4-year degree"
"48780",31,8,96011,4,0,0,0,"no 4-year degree"
"48781",31,64,74000,2,39,12,0,"no 4-year degree"
"48782",31,67,74000,2,39,12,0,"no 4-year degree"
"48783",31,80,16091,1,39,12,0,"no 4-year degree"
"48784",31,67,21000,2,37,11,0,"no 4-year degree"
"48785",31,68,21000,2,43,16,0,"4-year degree"
"48786",31,51,140699,4,44,18,0,"4-year degree"
"48787",31,49,140699,4,44,18,0,"4-year degree"
"48788",31,8,140699,4,0,0,0,"no 4-year degree"
"48789",31,5,140699,4,0,0,0,"no 4-year degree"
"48790",31,25,71397,2,41,14,0,"no 4-year degree"
"48791",31,24,71397,2,43,16,0,"4-year degree"
"48792",31,40,203008,2,41,14,0,"no 4-year degree"
"48793",31,38,203008,2,43,16,0,"4-year degree"
"48794",31,72,70640,1,42,14,0,"no 4-year degree"
"48795",31,29,46000,2,42,14,0,"no 4-year degree"
"48796",31,30,46000,2,42,14,0,"no 4-year degree"
"48797",31,31,45101,3,39,12,0,"no 4-year degree"
"48798",31,5,45101,3,0,0,0,"no 4-year degree"
"48799",31,3,45101,3,0,0,0,"no 4-year degree"
"48800",31,62,11280,1,39,12,5e+05,"no 4-year degree"
"48801",31,75,15720,1,41,14,5e+05,"no 4-year degree"
"48802",31,85,15510,1,39,12,5e+05,"no 4-year degree"
"48803",31,40,117907,7,41,14,5e+05,"no 4-year degree"
"48804",31,38,117907,7,40,13,5e+05,"no 4-year degree"
"48805",31,7,117907,7,0,0,5e+05,"no 4-year degree"
"48806",31,6,117907,7,0,0,5e+05,"no 4-year degree"
"48807",31,5,117907,7,0,0,5e+05,"no 4-year degree"
"48808",31,4,117907,7,0,0,5e+05,"no 4-year degree"
"48809",31,2,117907,7,0,0,5e+05,"no 4-year degree"
"48810",31,64,91132,2,43,16,5e+05,"4-year degree"
"48811",31,63,91132,2,43,16,5e+05,"4-year degree"
"48812",31,61,85500,2,44,18,5e+05,"4-year degree"
"48813",31,56,85500,2,40,13,5e+05,"no 4-year degree"
"48814",31,57,91400,2,44,18,5e+05,"4-year degree"
"48815",31,65,91400,2,43,16,5e+05,"4-year degree"
"48816",31,62,96805,2,43,16,5e+05,"4-year degree"
"48817",31,62,96805,2,44,18,5e+05,"4-year degree"
"48818",31,33,173682,3,43,16,5e+05,"4-year degree"
"48819",31,33,173682,3,44,18,5e+05,"4-year degree"
"48820",31,4,173682,3,0,0,5e+05,"no 4-year degree"
"48821",31,28,93646,4,43,16,5e+05,"4-year degree"
"48822",31,28,93646,4,41,14,5e+05,"no 4-year degree"
"48823",31,9,93646,4,0,0,5e+05,"no 4-year degree"
"48824",31,3,93646,4,0,0,5e+05,"no 4-year degree"
"48825",31,62,57545,1,39,12,5e+05,"no 4-year degree"
"48826",31,24,95363,2,40,13,5e+05,"no 4-year degree"
"48827",31,24,95363,2,43,16,5e+05,"4-year degree"
"48828",31,65,42524,4,41,14,5e+05,"no 4-year degree"
"48829",31,62,42524,4,39,12,5e+05,"no 4-year degree"
"48830",31,14,42524,4,0,0,5e+05,"no 4-year degree"
"48831",31,13,42524,4,0,0,5e+05,"no 4-year degree"
"48832",31,32,276270,3,44,18,5e+05,"4-year degree"
"48833",31,30,276270,3,43,16,5e+05,"4-year degree"
"48834",31,0,276270,3,0,0,5e+05,"no 4-year degree"
"48835",31,43,287611,5,43,16,5e+05,"4-year degree"
"48836",31,45,287611,5,44,18,5e+05,"4-year degree"
"48837",31,16,287611,5,36,10,5e+05,"no 4-year degree"
"48838",31,14,287611,5,0,0,5e+05,"no 4-year degree"
"48839",31,12,287611,5,0,0,5e+05,"no 4-year degree"
"48840",31,60,32012,1,39,12,5e+05,"no 4-year degree"
"48841",31,23,70771,2,39,12,5e+05,"no 4-year degree"
"48842",31,26,70771,2,43,16,5e+05,"4-year degree"
"48843",31,73,27925,1,40,13,5e+05,"no 4-year degree"
"48844",31,51,139677,6,33,6,5e+05,"no 4-year degree"
"48845",31,49,139677,6,33,6,5e+05,"no 4-year degree"
"48846",31,25,139677,6,43,16,5e+05,"4-year degree"
"48847",31,19,139677,6,39,12,5e+05,"no 4-year degree"
"48848",31,17,139677,6,37,11,5e+05,"no 4-year degree"
"48849",31,15,139677,6,35,9,5e+05,"no 4-year degree"
"48850",31,63,71000,1,46,20,5e+05,"4-year degree"
"48851",31,65,0,1,39,12,5e+05,"no 4-year degree"
"48852",31,41,136100,4,43,16,5e+05,"4-year degree"
"48853",31,35,136100,4,43,16,5e+05,"4-year degree"
"48854",31,10,136100,4,0,0,5e+05,"no 4-year degree"
"48855",31,6,136100,4,0,0,5e+05,"no 4-year degree"
"48856",31,53,10503,2,43,16,5e+05,"4-year degree"
"48857",31,71,10503,2,34,8,5e+05,"no 4-year degree"
"48858",31,77,22800,2,34,8,5e+05,"no 4-year degree"
"48859",31,32,22800,2,39,12,5e+05,"no 4-year degree"
"48860",31,73,19320,1,42,14,5e+05,"no 4-year degree"
"48861",31,85,21514,2,40,13,5e+05,"no 4-year degree"
"48862",31,80,21514,2,42,14,5e+05,"no 4-year degree"
"48863",31,28,40002,1,40,13,5e+05,"no 4-year degree"
"48864",31,28,40360,1,40,13,5e+05,"no 4-year degree"
"48865",31,68,36892,2,40,13,5e+05,"no 4-year degree"
"48866",31,68,36892,2,39,12,5e+05,"no 4-year degree"
"48867",31,72,11562,1,36,10,5e+05,"no 4-year degree"
"48868",31,62,61370,2,40,13,5e+05,"no 4-year degree"
"48869",31,16,61370,2,35,9,5e+05,"no 4-year degree"
"48870",31,53,375002,2,43,16,5e+05,"4-year degree"
"48871",31,48,375002,2,41,14,5e+05,"no 4-year degree"
"48872",31,27,27700,2,46,20,5e+05,"4-year degree"
"48873",31,26,27700,2,43,16,5e+05,"4-year degree"
"48874",31,50,69752,1,40,13,5e+05,"no 4-year degree"
"48875",31,65,107305,2,44,18,5e+05,"4-year degree"
"48876",31,67,107305,2,43,16,5e+05,"4-year degree"
"48877",31,72,71674,2,39,12,5e+05,"no 4-year degree"
"48878",31,78,71674,2,40,13,5e+05,"no 4-year degree"
"48879",31,49,10100,1,37,11,5e+05,"no 4-year degree"
"48880",31,50,242279,5,43,16,5e+05,"4-year degree"
"48881",31,53,242279,5,44,18,5e+05,"4-year degree"
"48882",31,19,242279,5,40,13,5e+05,"no 4-year degree"
"48883",31,18,242279,5,36,10,5e+05,"no 4-year degree"
"48884",31,13,242279,5,0,0,5e+05,"no 4-year degree"
"48885",31,58,9240,1,40,13,5e+05,"no 4-year degree"
"48886",31,25,40501,1,39,12,5e+05,"no 4-year degree"
"48887",31,62,61080,3,40,13,5e+05,"no 4-year degree"
"48888",31,30,61080,3,39,12,5e+05,"no 4-year degree"
"48889",31,52,61080,3,38,11,5e+05,"no 4-year degree"
"48890",31,46,17700,4,32,4,5e+05,"no 4-year degree"
"48891",31,16,17700,4,35,9,5e+05,"no 4-year degree"
"48892",31,13,17700,4,0,0,5e+05,"no 4-year degree"
"48893",31,9,17700,4,0,0,5e+05,"no 4-year degree"
"48894",31,70,70165,2,43,16,5e+05,"4-year degree"
"48895",31,72,70165,2,44,18,5e+05,"4-year degree"
"48896",31,60,20045,1,40,13,5e+05,"no 4-year degree"
"48897",31,72,35788,1,43,16,5e+05,"4-year degree"
"48898",31,63,273043,2,43,16,5e+05,"4-year degree"
"48899",31,60,273043,2,43,16,5e+05,"4-year degree"
"48900",31,23,65863,1,43,16,5e+05,"4-year degree"
"48901",31,73,25034,1,40,13,5e+05,"no 4-year degree"
"48902",31,68,344072,2,45,20,5e+05,"4-year degree"
"48903",31,70,344072,2,45,20,5e+05,"4-year degree"
"48904",31,24,69200,1,43,16,5e+05,"4-year degree"
"48905",31,67,387294,2,44,18,5e+05,"4-year degree"
"48906",31,57,387294,2,40,13,5e+05,"no 4-year degree"
"48907",31,43,382875,4,46,20,5e+05,"4-year degree"
"48908",31,43,382875,4,43,16,5e+05,"4-year degree"
"48909",31,10,382875,4,0,0,5e+05,"no 4-year degree"
"48910",31,5,382875,4,0,0,5e+05,"no 4-year degree"
"48911",31,49,279302,4,43,16,5e+05,"4-year degree"
"48912",31,52,279302,4,43,16,5e+05,"4-year degree"
"48913",31,17,279302,4,37,11,5e+05,"no 4-year degree"
"48914",31,12,279302,4,0,0,5e+05,"no 4-year degree"
"48915",31,71,34875,2,43,16,5e+05,"4-year degree"
"48916",31,72,34875,2,40,13,5e+05,"no 4-year degree"
"48917",31,73,249059,2,46,20,5e+05,"4-year degree"
"48918",31,64,249059,2,44,18,5e+05,"4-year degree"
"48919",31,49,154125,1,43,16,5e+05,"4-year degree"
"48920",31,80,58709,1,43,16,5e+05,"4-year degree"
"48921",31,79,78147,1,45,20,5e+05,"4-year degree"
"48922",31,29,92036,4,40,13,5e+05,"no 4-year degree"
"48923",31,29,92036,4,42,14,5e+05,"no 4-year degree"
"48924",31,9,92036,4,0,0,5e+05,"no 4-year degree"
"48925",31,5,92036,4,0,0,5e+05,"no 4-year degree"
"48926",31,30,27100,2,43,16,5e+05,"4-year degree"
"48927",31,32,27100,2,40,13,5e+05,"no 4-year degree"
"48928",31,85,166132,1,43,16,5e+05,"4-year degree"
"48929",31,27,176450,2,43,16,5e+05,"4-year degree"
"48930",31,25,176450,2,43,16,5e+05,"4-year degree"
"48931",31,67,256041,2,46,20,5e+05,"4-year degree"
"48932",31,70,256041,2,46,20,5e+05,"4-year degree"
"48933",31,53,173500,5,43,16,5e+05,"4-year degree"
"48934",31,51,173500,5,44,18,5e+05,"4-year degree"
"48935",31,20,173500,5,40,13,5e+05,"no 4-year degree"
