"age","income","education","employed","raw.income","degree","fouryrdegree"
66,112226,16,1,112226,"4-year degree",1
42,237121,16,1,237121,"4-year degree",1
37,237121,16,1,237121,"4-year degree",1
6,237121,0,NA,237121,"no 4-year degree",0
3,237121,0,NA,237121,"no 4-year degree",0
43,207029,18,1,207029,"4-year degree",1
45,207029,18,1,207029,"4-year degree",1
8,207029,0,NA,207029,"no 4-year degree",0
5,207029,0,NA,207029,"no 4-year degree",0
34,315402,16,1,315402,"4-year degree",1
29,315402,16,1,315402,"4-year degree",1
10,315402,0,NA,315402,"no 4-year degree",0
45,47035,14,1,47035,"no 4-year degree",0
9,47035,0,NA,47035,"no 4-year degree",0
65,65032,18,1,65032,"4-year degree",1
42,66131,18,1,66131,"4-year degree",1
50,66131,18,1,66131,"4-year degree",1
12,66131,0,NA,66131,"no 4-year degree",0
8,66131,0,NA,66131,"no 4-year degree",0
65,16549,16,NA,16549,"4-year degree",1
69,191108,18,1,191108,"4-year degree",1
65,191108,14,1,191108,"no 4-year degree",0
72,121334,16,NA,121334,"4-year degree",1
72,121334,16,NA,121334,"4-year degree",1
35,123012,16,1,123012,"4-year degree",1
41,123012,18,1,123012,"4-year degree",1
50,47894,12,1,47894,"no 4-year degree",0
54,47894,11,NA,47894,"no 4-year degree",0
24,47894,12,1,47894,"no 4-year degree",0
12,47894,0,NA,47894,"no 4-year degree",0
12,47894,0,NA,47894,"no 4-year degree",0
48,260875,16,1,260875,"4-year degree",1
49,260875,12,1,260875,"no 4-year degree",0
9,260875,0,NA,260875,"no 4-year degree",0
64,146501,12,1,146501,"no 4-year degree",0
52,146501,14,1,146501,"no 4-year degree",0
22,146501,12,1,146501,"no 4-year degree",0
18,146501,11,1,146501,"no 4-year degree",0
16,146501,8,1,146501,"no 4-year degree",0
42,86703,13,1,86703,"no 4-year degree",0
20,86703,12,1,86703,"no 4-year degree",0
18,86703,12,1,86703,"no 4-year degree",0
62,44390,12,1,44390,"no 4-year degree",0
52,44390,13,0,44390,"no 4-year degree",0
51,99205,16,1,99205,"4-year degree",1
51,99205,14,1,99205,"no 4-year degree",0
19,99205,13,NA,99205,"no 4-year degree",0
18,99205,11,1,99205,"no 4-year degree",0
58,14000,12,1,14000,"no 4-year degree",0
65,59011,12,1,59011,"no 4-year degree",0
52,71793,12,1,71793,"no 4-year degree",0
54,95309,13,NA,95309,"no 4-year degree",0
65,95309,12,1,95309,"no 4-year degree",0
58,184086,16,1,184086,"4-year degree",1
64,184086,12,NA,184086,"no 4-year degree",0
80,184086,12,NA,184086,"no 4-year degree",0
59,143533,18,1,143533,"4-year degree",1
61,143533,12,1,143533,"no 4-year degree",0
74,69898,12,NA,69898,"no 4-year degree",0
74,69898,9,NA,69898,"no 4-year degree",0
24,69898,13,1,69898,"no 4-year degree",0
46,70802,14,1,70802,"no 4-year degree",0
42,70802,16,1,70802,"4-year degree",1
20,70802,13,1,70802,"no 4-year degree",0
18,70802,11,0,70802,"no 4-year degree",0
55,110384,18,1,110384,"4-year degree",1
53,165000,16,1,165000,"4-year degree",1
51,165000,12,1,165000,"no 4-year degree",0
25,44183,16,1,44183,"4-year degree",1
26,40847,18,1,40847,"4-year degree",1
37,105994,16,NA,105994,"4-year degree",1
17,105994,11,NA,105994,"no 4-year degree",0
35,105994,16,NA,105994,"4-year degree",1
29,171000,18,1,171000,"4-year degree",1
34,171000,16,1,171000,"4-year degree",1
44,123680,12,1,123680,"no 4-year degree",0
40,123680,12,1,123680,"no 4-year degree",0
28,123680,12,NA,123680,"no 4-year degree",0
20,123680,12,NA,123680,"no 4-year degree",0
42,184785,18,1,184785,"4-year degree",1
40,184785,18,1,184785,"4-year degree",1
6,184785,0,NA,184785,"no 4-year degree",0
3,184785,0,NA,184785,"no 4-year degree",0
47,0,12,NA,0,"no 4-year degree",0
12,0,0,NA,0,"no 4-year degree",0
8,0,0,NA,0,"no 4-year degree",0
35,89010,12,1,89010,"no 4-year degree",0
36,89010,12,1,89010,"no 4-year degree",0
12,89010,0,NA,89010,"no 4-year degree",0
8,89010,0,NA,89010,"no 4-year degree",0
2,89010,0,NA,89010,"no 4-year degree",0
34,17000,12,1,17000,"no 4-year degree",0
5,17000,0,NA,17000,"no 4-year degree",0
26,25000,11,1,25000,"no 4-year degree",0
1,25000,0,NA,25000,"no 4-year degree",0
24,41000,10,1,41000,"no 4-year degree",0
27,41000,13,1,41000,"no 4-year degree",0
56,127046,16,1,127046,"4-year degree",1
58,127046,16,1,127046,"4-year degree",1
30,127046,12,1,127046,"no 4-year degree",0
6,127046,0,NA,127046,"no 4-year degree",0
25,199001,16,1,199001,"4-year degree",1
24,199001,16,NA,199001,"4-year degree",1
41,172124,16,1,172124,"4-year degree",1
41,172124,16,1,172124,"4-year degree",1
11,172124,0,NA,172124,"no 4-year degree",0
69,172124,12,NA,172124,"no 4-year degree",0
69,172124,12,1,172124,"no 4-year degree",0
46,262175,16,1,262175,"4-year degree",1
46,262175,18,1,262175,"4-year degree",1
14,262175,0,NA,262175,"no 4-year degree",0
11,262175,0,NA,262175,"no 4-year degree",0
36,238340,18,1,238340,"4-year degree",1
37,238340,16,1,238340,"4-year degree",1
6,238340,0,NA,238340,"no 4-year degree",0
4,238340,0,NA,238340,"no 4-year degree",0
35,125098,18,1,125098,"4-year degree",1
35,125098,16,NA,125098,"4-year degree",1
5,125098,0,NA,125098,"no 4-year degree",0
2,125098,0,NA,125098,"no 4-year degree",0
56,113911,16,1,113911,"4-year degree",1
18,113911,13,NA,113911,"no 4-year degree",0
43,70622,16,1,70622,"4-year degree",1
13,70622,0,NA,70622,"no 4-year degree",0
11,70622,0,NA,70622,"no 4-year degree",0
9,70622,0,NA,70622,"no 4-year degree",0
6,70622,0,NA,70622,"no 4-year degree",0
50,187002,20,1,187002,"4-year degree",1
50,187002,18,1,187002,"4-year degree",1
17,187002,10,NA,187002,"no 4-year degree",0
13,187002,0,NA,187002,"no 4-year degree",0
47,200215,18,1,200215,"4-year degree",1
52,200215,18,1,200215,"4-year degree",1
19,200215,12,1,200215,"no 4-year degree",0
14,200215,0,NA,200215,"no 4-year degree",0
42,16080,16,NA,16080,"4-year degree",1
13,16080,0,NA,16080,"no 4-year degree",0
29,134034,12,1,134034,"no 4-year degree",0
4,134034,0,NA,134034,"no 4-year degree",0
26,134034,14,1,134034,"no 4-year degree",0
58,33486,12,NA,33486,"no 4-year degree",0
27,33486,13,NA,33486,"no 4-year degree",0
50,89000,16,1,89000,"4-year degree",1
59,89000,16,1,89000,"4-year degree",1
20,89000,13,NA,89000,"no 4-year degree",0
18,89000,12,NA,89000,"no 4-year degree",0
16,89000,10,NA,89000,"no 4-year degree",0
49,230914,16,1,230914,"4-year degree",1
49,230914,16,1,230914,"4-year degree",1
18,230914,10,1,230914,"no 4-year degree",0
14,230914,0,NA,230914,"no 4-year degree",0
13,230914,0,NA,230914,"no 4-year degree",0
48,75000,18,1,75000,"4-year degree",1
48,75000,18,1,75000,"4-year degree",1
13,75000,0,NA,75000,"no 4-year degree",0
8,75000,0,NA,75000,"no 4-year degree",0
48,81250,16,1,81250,"4-year degree",1
18,81250,12,0,81250,"no 4-year degree",0
57,123135,13,1,123135,"no 4-year degree",0
64,123135,14,1,123135,"no 4-year degree",0
18,123135,12,NA,123135,"no 4-year degree",0
2,123135,0,NA,123135,"no 4-year degree",0
57,100002,16,1,100002,"4-year degree",1
64,100002,12,NA,100002,"no 4-year degree",0
11,100002,0,NA,100002,"no 4-year degree",0
10,100002,0,NA,100002,"no 4-year degree",0
65,3687,13,1,3687,"no 4-year degree",0
64,3687,12,NA,3687,"no 4-year degree",0
37,273260,16,1,273260,"4-year degree",1
38,273260,16,1,273260,"4-year degree",1
6,273260,0,NA,273260,"no 4-year degree",0
3,273260,0,NA,273260,"no 4-year degree",0
85,183076,16,NA,183076,"4-year degree",1
85,183076,16,NA,183076,"4-year degree",1
69,62007,12,NA,62007,"no 4-year degree",0
21,62007,12,1,62007,"no 4-year degree",0
76,42027,12,NA,42027,"no 4-year degree",0
72,42027,12,NA,42027,"no 4-year degree",0
69,26755,14,NA,26755,"no 4-year degree",0
69,26755,12,NA,26755,"no 4-year degree",0
62,94551,18,NA,94551,"4-year degree",1
60,94551,16,1,94551,"4-year degree",1
72,266807,18,NA,266807,"4-year degree",1
71,266807,16,NA,266807,"4-year degree",1
42,259637,18,1,259637,"4-year degree",1
47,259637,18,1,259637,"4-year degree",1
8,259637,0,NA,259637,"no 4-year degree",0
5,259637,0,NA,259637,"no 4-year degree",0
85,84703,16,NA,84703,"4-year degree",1
85,84703,16,NA,84703,"4-year degree",1
62,100613,12,1,100613,"no 4-year degree",0
27,100613,12,NA,100613,"no 4-year degree",0
2,100613,0,NA,100613,"no 4-year degree",0
67,100613,12,1,100613,"no 4-year degree",0
26,100613,13,NA,100613,"no 4-year degree",0
48,42500,14,1,42500,"no 4-year degree",0
8,42500,0,NA,42500,"no 4-year degree",0
5,42500,0,NA,42500,"no 4-year degree",0
75,25000,14,NA,25000,"no 4-year degree",0
60,9132,12,NA,9132,"no 4-year degree",0
34,170034,16,1,170034,"4-year degree",1
35,170034,16,1,170034,"4-year degree",1
60,79340,12,1,79340,"no 4-year degree",0
65,317152,18,NA,317152,"4-year degree",1
63,317152,16,NA,317152,"4-year degree",1
65,31991,12,NA,31991,"no 4-year degree",0
72,31991,16,NA,31991,"4-year degree",1
68,93963,14,NA,93963,"no 4-year degree",0
69,93963,14,NA,93963,"no 4-year degree",0
19,93963,14,1,93963,"no 4-year degree",0
56,93780,13,1,93780,"no 4-year degree",0
58,93780,8,1,93780,"no 4-year degree",0
20,93780,12,1,93780,"no 4-year degree",0
64,301486,18,1,301486,"4-year degree",1
61,301486,16,1,301486,"4-year degree",1
52,87137,14,1,87137,"no 4-year degree",0
75,36435,18,NA,36435,"4-year degree",1
59,21062,13,1,21062,"no 4-year degree",0
42,53377,14,1,53377,"no 4-year degree",0
18,53377,11,NA,53377,"no 4-year degree",0
60,126217,16,1,126217,"4-year degree",1
69,126217,13,NA,126217,"no 4-year degree",0
71,10001,12,NA,10001,"no 4-year degree",0
52,52302,12,1,52302,"no 4-year degree",0
18,52302,11,NA,52302,"no 4-year degree",0
20,30002,12,1,30002,"no 4-year degree",0
20,30002,12,NA,30002,"no 4-year degree",0
63,202360,12,1,202360,"no 4-year degree",0
56,202360,12,NA,202360,"no 4-year degree",0
58,136863,8,1,136863,"no 4-year degree",0
58,136863,8,1,136863,"no 4-year degree",0
31,136863,12,1,136863,"no 4-year degree",0
24,136863,16,1,136863,"4-year degree",1
34,136863,8,1,136863,"no 4-year degree",0
36,136863,8,1,136863,"no 4-year degree",0
2,136863,0,NA,136863,"no 4-year degree",0
65,72992,16,NA,72992,"4-year degree",1
34,112270,14,1,112270,"no 4-year degree",0
25,112270,14,1,112270,"no 4-year degree",0
34,100015,16,1,100015,"4-year degree",1
35,100015,16,1,100015,"4-year degree",1
0,100015,0,NA,100015,"no 4-year degree",0
60,136845,14,1,136845,"no 4-year degree",0
59,136845,12,1,136845,"no 4-year degree",0
72,141004,14,NA,141004,"no 4-year degree",0
67,141004,12,1,141004,"no 4-year degree",0
44,141004,12,1,141004,"no 4-year degree",0
66,42659,20,1,42659,"4-year degree",1
63,42659,16,NA,42659,"4-year degree",1
36,93257,13,1,93257,"no 4-year degree",0
37,93257,16,1,93257,"4-year degree",1
33,197003,20,1,197003,"4-year degree",1
35,197003,16,1,197003,"4-year degree",1
66,85302,18,NA,85302,"4-year degree",1
68,85302,12,NA,85302,"no 4-year degree",0
37,58000,16,1,58000,"4-year degree",1
33,58000,14,NA,58000,"no 4-year degree",0
5,58000,0,NA,58000,"no 4-year degree",0
3,58000,0,NA,58000,"no 4-year degree",0
35,502502,18,1,502502,"4-year degree",1
35,502502,16,1,502502,"4-year degree",1
2,502502,0,NA,502502,"no 4-year degree",0
0,502502,0,NA,502502,"no 4-year degree",0
0,502502,0,NA,502502,"no 4-year degree",0
80,60942,12,NA,60942,"no 4-year degree",0
48,60942,16,1,60942,"4-year degree",1
31,174511,13,1,174511,"no 4-year degree",0
27,174511,14,1,174511,"no 4-year degree",0
0,174511,0,NA,174511,"no 4-year degree",0
37,176221,16,1,176221,"4-year degree",1
34,176221,16,1,176221,"4-year degree",1
4,176221,0,NA,176221,"no 4-year degree",0
2,176221,0,NA,176221,"no 4-year degree",0
70,121940,18,NA,121940,"4-year degree",1
69,121940,18,NA,121940,"4-year degree",1
51,32118,14,1,32118,"no 4-year degree",0
17,32118,11,0,32118,"no 4-year degree",0
71,48501,16,NA,48501,"4-year degree",1
58,252528,12,1,252528,"no 4-year degree",0
57,252528,12,1,252528,"no 4-year degree",0
27,252528,16,1,252528,"4-year degree",1
18,252528,11,1,252528,"no 4-year degree",0
71,52689,16,1,52689,"4-year degree",1
41,65028,12,1,65028,"no 4-year degree",0
31,65028,16,1,65028,"4-year degree",1
51,14982,10,NA,14982,"no 4-year degree",0
11,14982,0,NA,14982,"no 4-year degree",0
10,14982,0,NA,14982,"no 4-year degree",0
8,14982,0,NA,14982,"no 4-year degree",0
48,14982,10,NA,14982,"no 4-year degree",0
61,91000,12,NA,91000,"no 4-year degree",0
58,91000,12,1,91000,"no 4-year degree",0
37,91000,12,1,91000,"no 4-year degree",0
38,52610,16,1,52610,"4-year degree",1
66,74600,13,1,74600,"no 4-year degree",0
34,74600,13,NA,74600,"no 4-year degree",0
59,304487,20,1,304487,"4-year degree",1
53,172788,16,1,172788,"4-year degree",1
48,172788,16,1,172788,"4-year degree",1
19,172788,12,NA,172788,"no 4-year degree",0
17,172788,11,NA,172788,"no 4-year degree",0
29,53200,12,1,53200,"no 4-year degree",0
47,24001,13,0,24001,"no 4-year degree",0
36,43509,18,1,43509,"4-year degree",1
12,43509,0,NA,43509,"no 4-year degree",0
5,43509,0,NA,43509,"no 4-year degree",0
34,96000,12,1,96000,"no 4-year degree",0
30,96000,12,1,96000,"no 4-year degree",0
4,96000,0,NA,96000,"no 4-year degree",0
29,148603,13,1,148603,"no 4-year degree",0
32,148603,16,1,148603,"4-year degree",1
52,50303,12,1,50303,"no 4-year degree",0
49,50303,12,0,50303,"no 4-year degree",0
34,19712,12,NA,19712,"no 4-year degree",0
8,19712,0,NA,19712,"no 4-year degree",0
4,19712,0,NA,19712,"no 4-year degree",0
30,19712,12,0,19712,"no 4-year degree",0
58,91709,12,1,91709,"no 4-year degree",0
55,91709,12,NA,91709,"no 4-year degree",0
27,91709,12,NA,91709,"no 4-year degree",0
35,122851,18,1,122851,"4-year degree",1
38,122851,16,1,122851,"4-year degree",1
10,122851,0,NA,122851,"no 4-year degree",0
9,122851,0,NA,122851,"no 4-year degree",0
5,122851,0,NA,122851,"no 4-year degree",0
36,89097,14,1,89097,"no 4-year degree",0
63,89097,12,1,89097,"no 4-year degree",0
33,55000,13,1,55000,"no 4-year degree",0
29,55000,13,1,55000,"no 4-year degree",0
57,24000,16,1,24000,"4-year degree",1
33,88400,13,NA,88400,"no 4-year degree",0
29,88400,16,1,88400,"4-year degree",1
2,88400,0,NA,88400,"no 4-year degree",0
0,88400,0,NA,88400,"no 4-year degree",0
39,248009,16,1,248009,"4-year degree",1
37,248009,16,1,248009,"4-year degree",1
6,248009,0,NA,248009,"no 4-year degree",0
4,248009,0,NA,248009,"no 4-year degree",0
35,128000,16,1,128000,"4-year degree",1
42,128000,13,1,128000,"no 4-year degree",0
15,128000,8,NA,128000,"no 4-year degree",0
4,128000,0,NA,128000,"no 4-year degree",0
2,128000,0,NA,128000,"no 4-year degree",0
39,265782,18,1,265782,"4-year degree",1
38,265782,16,1,265782,"4-year degree",1
21,265782,13,1,265782,"no 4-year degree",0
19,265782,12,1,265782,"no 4-year degree",0
13,265782,0,NA,265782,"no 4-year degree",0
12,265782,0,NA,265782,"no 4-year degree",0
9,265782,0,NA,265782,"no 4-year degree",0
27,35000,13,NA,35000,"no 4-year degree",0
30,35000,12,1,35000,"no 4-year degree",0
5,35000,0,NA,35000,"no 4-year degree",0
1,35000,0,NA,35000,"no 4-year degree",0
44,115540,13,1,115540,"no 4-year degree",0
49,115540,18,NA,115540,"4-year degree",1
22,115540,13,NA,115540,"no 4-year degree",0
16,115540,9,1,115540,"no 4-year degree",0
53,174512,18,1,174512,"4-year degree",1
53,174512,18,1,174512,"4-year degree",1
20,174512,13,NA,174512,"no 4-year degree",0
18,174512,11,NA,174512,"no 4-year degree",0
46,227194,16,1,227194,"4-year degree",1
14,227194,0,NA,227194,"no 4-year degree",0
46,227194,16,1,227194,"4-year degree",1
54,497000,16,0,497000,"4-year degree",1
52,497000,18,1,497000,"4-year degree",1
22,497000,16,0,497000,"4-year degree",1
18,497000,11,NA,497000,"no 4-year degree",0
29,60310,13,1,60310,"no 4-year degree",0
27,60310,13,NA,60310,"no 4-year degree",0
2,60310,0,NA,60310,"no 4-year degree",0
2,60310,0,NA,60310,"no 4-year degree",0
7,60310,0,NA,60310,"no 4-year degree",0
32,66336,16,1,66336,"4-year degree",1
1,66336,0,NA,66336,"no 4-year degree",0
31,66336,16,1,66336,"4-year degree",1
47,74927,13,1,74927,"no 4-year degree",0
44,74927,16,1,74927,"4-year degree",1
24,1711,12,NA,1711,"no 4-year degree",0
19,60002,12,NA,60002,"no 4-year degree",0
24,60002,13,1,60002,"no 4-year degree",0
2,60002,0,NA,60002,"no 4-year degree",0
34,8000,11,1,8000,"no 4-year degree",0
40,8000,16,NA,8000,"4-year degree",1
4,8000,0,NA,8000,"no 4-year degree",0
38,125020,12,1,125020,"no 4-year degree",0
41,125020,12,1,125020,"no 4-year degree",0
17,125020,10,1,125020,"no 4-year degree",0
14,125020,0,NA,125020,"no 4-year degree",0
12,125020,0,NA,125020,"no 4-year degree",0
1,125020,0,NA,125020,"no 4-year degree",0
40,23000,14,1,23000,"no 4-year degree",0
36,23000,13,1,23000,"no 4-year degree",0
7,23000,0,NA,23000,"no 4-year degree",0
5,23000,0,NA,23000,"no 4-year degree",0
45,157927,12,1,157927,"no 4-year degree",0
54,157927,13,1,157927,"no 4-year degree",0
85,43560,16,NA,43560,"4-year degree",1
68,43560,16,1,43560,"4-year degree",1
64,315852,16,1,315852,"4-year degree",1
65,315852,16,1,315852,"4-year degree",1
76,87848,18,NA,87848,"4-year degree",1
73,87848,16,NA,87848,"4-year degree",1
80,43065,14,NA,43065,"no 4-year degree",0
69,18597,16,NA,18597,"4-year degree",1
45,156525,16,1,156525,"4-year degree",1
60,156525,4,1,156525,"no 4-year degree",0
17,156525,10,1,156525,"no 4-year degree",0
14,156525,0,NA,156525,"no 4-year degree",0
85,156525,16,NA,156525,"4-year degree",1
80,32886,12,NA,32886,"no 4-year degree",0
85,88335,16,NA,88335,"4-year degree",1
63,88335,16,1,88335,"4-year degree",1
63,88335,16,1,88335,"4-year degree",1
62,340420,16,NA,340420,"4-year degree",1
63,340420,20,1,340420,"4-year degree",1
34,340420,16,1,340420,"4-year degree",1
74,204555,16,NA,204555,"4-year degree",1
77,204555,16,NA,204555,"4-year degree",1
69,230064,18,1,230064,"4-year degree",1
67,230064,12,NA,230064,"no 4-year degree",0
75,14688,12,NA,14688,"no 4-year degree",0
56,14688,12,0,14688,"no 4-year degree",0
56,39031,14,1,39031,"no 4-year degree",0
62,350800,16,1,350800,"4-year degree",1
59,350800,16,1,350800,"4-year degree",1
85,56143,12,NA,56143,"no 4-year degree",0
85,56143,12,NA,56143,"no 4-year degree",0
68,139677,12,NA,139677,"no 4-year degree",0
67,139677,18,NA,139677,"4-year degree",1
33,116620,16,1,116620,"4-year degree",1
34,116620,16,NA,116620,"4-year degree",1
4,116620,0,NA,116620,"no 4-year degree",0
3,116620,0,NA,116620,"no 4-year degree",0
85,59454,12,NA,59454,"no 4-year degree",0
85,59454,12,NA,59454,"no 4-year degree",0
63,675000,13,1,675000,"no 4-year degree",0
72,109334,13,NA,109334,"no 4-year degree",0
66,109334,12,NA,109334,"no 4-year degree",0
40,117003,13,1,117003,"no 4-year degree",0
43,117003,13,1,117003,"no 4-year degree",0
5,117003,0,NA,117003,"no 4-year degree",0
67,121637,14,NA,121637,"no 4-year degree",0
80,121637,13,NA,121637,"no 4-year degree",0
46,57592,12,1,57592,"no 4-year degree",0
16,57592,9,NA,57592,"no 4-year degree",0
36,57592,16,1,57592,"4-year degree",1
3,57592,0,NA,57592,"no 4-year degree",0
80,24614,12,NA,24614,"no 4-year degree",0
65,17439,16,NA,17439,"4-year degree",1
34,154103,18,1,154103,"4-year degree",1
34,154103,18,1,154103,"4-year degree",1
1,154103,0,NA,154103,"no 4-year degree",0
44,207312,18,1,207312,"4-year degree",1
44,207312,18,1,207312,"4-year degree",1
14,207312,0,NA,207312,"no 4-year degree",0
10,207312,0,NA,207312,"no 4-year degree",0
0,207312,0,NA,207312,"no 4-year degree",0
36,62532,12,1,62532,"no 4-year degree",0
39,62532,12,NA,62532,"no 4-year degree",0
14,62532,0,NA,62532,"no 4-year degree",0
12,62532,0,NA,62532,"no 4-year degree",0
5,62532,0,NA,62532,"no 4-year degree",0
3,62532,0,NA,62532,"no 4-year degree",0
34,132855,13,1,132855,"no 4-year degree",0
2,132855,0,NA,132855,"no 4-year degree",0
33,132855,13,NA,132855,"no 4-year degree",0
39,81781,13,1,81781,"no 4-year degree",0
41,81781,14,1,81781,"no 4-year degree",0
12,81781,0,NA,81781,"no 4-year degree",0
9,81781,0,NA,81781,"no 4-year degree",0
85,17041,8,NA,17041,"no 4-year degree",0
71,76053,14,NA,76053,"no 4-year degree",0
53,76053,12,NA,76053,"no 4-year degree",0
64,18683,12,NA,18683,"no 4-year degree",0
51,25000,13,1,25000,"no 4-year degree",0
73,25000,13,NA,25000,"no 4-year degree",0
21,25000,12,NA,25000,"no 4-year degree",0
8,25000,0,NA,25000,"no 4-year degree",0
6,25000,0,NA,25000,"no 4-year degree",0
85,18302,8,NA,18302,"no 4-year degree",0
40,160601,13,NA,160601,"no 4-year degree",0
37,160601,18,1,160601,"4-year degree",1
12,160601,0,NA,160601,"no 4-year degree",0
9,160601,0,NA,160601,"no 4-year degree",0
85,13986,9,NA,13986,"no 4-year degree",0
